"","word1","word2","word3","n"
"5641","logisti","cyberinfrastructure","sensors",1
"5642","longitude","148.8","american",1
"5643","longitude","148.8","salix",1
"5644","longitude","148.9","geoscientificinformation",1
"5645","lower","campsite","lake",1
"5646","lst","arctic","urban",1
"5647","lter","lake","100",1
"5648","lter","lake","103",1
"5649","lter","lake","104",1
"5650","lter","lake","107",1
"5651","lter","lake","108",1
"5652","lter","lake","109",1
"5653","lter","lake","111",1
"5654","lter","lake","112",1
"5655","lter","lake","113",1
"5656","lter","lake","114",1
"5657","lter","lake","115",1
"5658","lter","lake","116",1
"5659","lter","lake","118",1
"5660","lter","lake","120",1
"5661","lter","lake","142",1
"5662","lter","lake","145",1
"5663","lter","lake","160",1
"5664","lter","lake","164",1
"5665","lter","lake","165",1
"5666","lter","lake","166",1
"5667","lter","lake","167",1
"5668","lter","lake","168",1
"5669","lter","lake","345",1
"5670","lter","lake","346",1
"5671","lter","lake","347",1
"5672","lter","lake","399",1
"5673","lter","lake","431",1
"5674","lter","lake","482",1
"5675","lter","lake","486",1
"5676","lter","lake","491",1
"5677","ltreb","lake","125",1
"5678","ltreb","lake","142",1
"5679","ltreb","lake","160",1
"5680","ltreb","lake","164",1
"5681","ltreb","lake","167",1
"5682","ltreb","lake","168",1
"5683","ltreb","lake","345",1
"5684","ltreb","lake","346",1
"5685","ltreb","lake","347",1
"5686","ltreb","lake","417",1
"5687","ltreb","lake","91",1
"5688","ltreb","lake","i6hw",1
"5689","ltreb","lake","i8",1
"5690","ltreb","lake","ne14",1
"5691","luminescence","earth","science",1
"5692","mackenzie","river","delta",1
"5693","mackenzie","river","northwest",1
"5694","mackenzie","river","osmosamplers",1
"5695","macroinfauna","abundance","biomass",1
"5696","magnetic","motion","sensors",1
"5697","magnetic","resonance","drained",1
"5698","magnetic","susceptibility","gamma",1
"5699","magnetic","susceptibility","sediment",1
"5700","magnetization","nrm","sediment",1
"5701","makarov","basin","eurasian",1
"5702","mammal","cetaceans","seals",1
"5703","mammal","north","atlantic",1
"5704","mammals","alaska","seals",1
"5705","mammals","carnivores","dogs",1
"5706","mammals","carnivores","earth",1
"5707","mammals","earth","science",1
"5708","mammals","tfs","alaska",1
"5709","mammoth","sediment","core",1
"5710","management","indigenous","communities",1
"5711","management","systems","earth",1
"5712","map","arctic","models",1
"5713","mapper","field","survey",1
"5714","mapping","ice","rich",1
"5715","marine","climate","north",1
"5716","marine","earth","science",1
"5717","marine","environment","monitoring",1
"5718","marine","geochemistry","chlorinated",1
"5719","marine","geophsyics","southeast",1
"5720","marine","geophysics","earth",1
"5721","marine","mammal","north",1
"5722","marine","mammals","alaska",1
"5723","marine","sediment","plio",1
"5724","marine","sediments","biogenic",1
"5725","marine","sediments","field",1
"5726","marine","sediments","sedimentation",1
"5727","marine","sediments","stratigraphic",1
"5728","mas","modis","airborne",1
"5729","mass","balance","fresh",1
"5730","mass","balance","greenland",1
"5731","mass","balance","surface",1
"5732","mass","balance","taku",1
"5733","mass","balance","weather",1
"5734","mass","radiocarbon","oxygen",1
"5735","mass","spectrometer","field",1
"5736","mass","spectrometer","manned",1
"5737","mass","spectrometers","aircraft",1
"5738","masts","oceanography","arctic",1
"5739","maternal","haplogroups","birnirk",1
"5740","matter","ammonia","ammonium",1
"5741","matter","biogeochemistry","carbon",1
"5742","matter","biogeochemistry","estuaries",1
"5743","matter","canada","basin",1
"5744","matter","carbon","nitrogen",1
"5745","matter","doc","dom",1
"5746","matter","lake","peters",1
"5747","matter","pbde","partition",1
"5748","matter","populations","leaves",1
"5749","mayen","kongsfjorden","2011",1
"5750","mayoeak","river","beaufort",1
"5751","mccall","glacier","weather",1
"5752","measurements","glacier","ice",1
"5753","measuring","rod","manned",1
"5754","measuring","tape","field",1
"5755","megafauna","isotope","yedoma",1
"5756","melt","automatic","remote",1
"5757","melt","field","survey",1
"5758","melt","firn","aquifer",1
"5759","melt","freeze","break",1
"5760","melt","ice","types",1
"5761","melt","layer","ice",1
"5762","melt","layer","snowfall",1
"5763","melt","meltwater","flux",1
"5764","melt","observatory","automatic",1
"5765","melt","runoff","air",1
"5766","melt","sea","ice",1
"5767","melt","water","snow",1
"5768","melting","iceberg","ocean",1
"5769","meltwater","flux","worldview",1
"5770","meltwater","ice","sheets",1
"5771","meltwater","infiltration","percolation",1
"5772","meltwater","mackenzie","river",1
"5773","meltwater","solutes","ions",1
"5774","meltwater","stream","water",1
"5775","metabolism","biological","production",1
"5776","metabolism","chukchi","beaufort",1
"5777","metabolomics","spectroscopy","conservative",1
"5778","metagenome","microbial","community",1
"5779","metallic","mineral","physical",1
"5780","metals","earth","science",1
"5781","meteorological","data","lake",1
"5782","meteorological","data","sea",1
"5783","meteorological","tower","ecology",1
"5784","meteorological","wind","wind",1
"5785","meteorology","radiation","vapor",1
"5786","meteorology","soil","temperature",1
"5787","meter","annual","climatologymeteorologyatmosphere",1
"5788","meter","annual","inlandwaters",1
"5789","meter","climatologymeteorologyatmosphere","oceans",1
"5790","meter","elevation","geoscientificinformation",1
"5791","meter","unknown","geoscientificinformation",1
"5792","meter","unknown","society",1
"5793","meters","analyzers","autoanalyzer",1
"5794","meters","analyzers","awqt",1
"5795","meters","analyzers","co2ndir",1
"5796","meters","analyzers","field",1
"5797","meters","analyzers","flame",1
"5798","meters","analyzers","gc",1
"5799","meters","analyzers","photosynthesis",1
"5800","meters","analyzers","specific",1
"5801","meters","annual","environment",1
"5802","meters","annual","monthly",1
"5803","meters","barometers","earth",1
"5804","meters","earth","science",1
"5805","meters","ice","stress",1
"5806","meters","ship","oceans",1
"5807","meters","unknown","biota",1
"5808","methane","alpine","tundra",1
"5809","methane","ebullition","permafrost",1
"5810","methane","emissions","thermakarst",1
"5811","methane","groundwater","radium",1
"5812","methane","mackenzie","river",1
"5813","methane","methane","emissions",1
"5814","methane","northwest","territories",1
"5815","methane","paleoclimate","greenland",1
"5816","methane","ph","temperature",1
"5817","methane","volatile","organic",1
"5818","methane","wetlands","peatlands",1
"5819","meyers","flux","network",1
"5820","microbe","arctic","treeline",1
"5821","microbes","soil","arctic",1
"5822","microbial","biomass","amino",1
"5823","microbial","biomass","dissolved",1
"5824","microbial","diversity","dna",1
"5825","microbial","ecology","climate",1
"5826","microbial","respiration","labile",1
"5827","microbiome","metagenome","microbial",1
"5828","microflora","earth","science",1
"5829","microfossils","paleoclimate","reconstructions",1
"5830","microphysics","cloud","optical",1
"5831","microscopy","field","survey",1
"5832","microstructure","glaciers","electron",1
"5833","microwave","radiometer","drifting",1
"5834","microzooplankton","biogenic","silica",1
"5835","mid","latittude","connection",1
"5836","mineral","physical","optical",1
"5837","mineralization","nitrogen","nitrate",1
"5838","mineralogy","ice","tongue",1
"5839","minerals","crystals","age",1
"5840","minerals","crystals","earth",1
"5841","minus","ltreb","lake",1
"5842","minute","1","minute",1
"5843","minute","annual","oceans",1
"5844","minute","elevation","climatologymeteorologyatmosphere",1
"5845","mixing","barrow","canyon",1
"5846","mobile","hydrology","arctic",1
"5847","mobile","radiometric","platform",1
"5848","model","climate","feedbacks",1
"5849","model","climate","model",1
"5850","model","concentrations","isotopes",1
"5851","model","firn","density",1
"5852","model","greenland","glacial",1
"5853","model","models","analyses",1
"5854","model","sea","ice",1
"5855","model","sea","level",1
"5856","modeling","freshwater","cesm",1
"5857","modeling","glacier","soil",1
"5858","models","analyses","biology",1
"5859","models","aomip","oceanography",1
"5860","models","chamberlin","glacier",1
"5861","models","cryosphere","models",1
"5862","models","greenland","ismip6",1
"5863","models","paroms","habitat",1
"5864","modis","airborne","simulator",1
"5865","moisture","air","temperature",1
"5866","moisture","earth","science",1
"5867","moisture","isotope","deuterium",1
"5868","moisture","permafrost","borehole",1
"5869","moisture","probe","earth",1
"5870","moisture","probe","environment",1
"5871","moisture","probe","observatory",1
"5872","moisture","trade","offs",1
"5873","mollusks","bivalves","clams",1
"5874","mollusks","bivalves","mussels",1
"5875","mollusks","bivalves","oysters",1
"5876","mollusks","earth","science",1
"5877","monitoring","earth","science",1
"5878","monitoring","north","slope",1
"5879","monoxide","global","model",1
"5880","monoxide","methane","carbon",1
"5881","montane","habitats","earth",1
"5882","monthly","biota","environment",1
"5883","monthly","field","survey",1
"5884","monthly","geoscientificinformation","earth",1
"5885","monthly","society","environment",1
"5886","mooring","2016","ctd",1
"5887","mooring","arctic","biology",1
"5888","mooring","arctic","oceans",1
"5889","mooring","chemistry","arctic",1
"5890","mooring","ctd","ocean",1
"5891","mooring","multiple","1",1
"5892","mooring","oceans","arctic",1
"5893","mooring","ship","oceanography",1
"5894","mooring","station","100",1
"5895","mooring","unknown","oceans",1
"5896","moorings","oceans","ph",1
"5897","moose","lake","lter",1
"5898","moraine","sediments","rocks",1
"5899","moraines","baffin","island",1
"5900","moraines","geochronology","radiocarbon",1
"5901","morning","peak","physical",1
"5902","morphology","thermokarst","post",1
"5903","moss","tussock","evapotranspiration",1
"5904","moss","vegetation","surveys",1
"5905","motion","sensors","accelerometers",1
"5906","motion","temperature","borehole",1
"5907","mountains","ice","core",1
"5908","ms","gas","chromatograph",1
"5909","ms","glacier","alaska",1
"5910","ms","inductively","coupled",1
"5911","msbsp","multi","spectral",1
"5912","multi","sensor","core",1
"5913","multi","spectral","band",1
"5914","multiple","500","meters",1
"5915","multiple","unknown","annual",1
"5916","multiple","unknown","geoscientificinformation",1
"5917","mussels","earth","science",1
"5918","mwr","arctic","sounding",1
"5919","mycorrhizal","fungi","fungal",1
"5920","myvatn","iceland","sustainability",1
"5921","n1","lter","lake",1
"5922","n2","fixation","alaska",1
"5923","n2","lter","lake",1
"5924","nabos","chemical","observations",1
"5925","nabos","ii","ctd",1
"5926","names","siberian","yupik",1
"5927","nana","poa","pratensis",1
"5928","nana","shrub","ring",1
"5929","nares","strait","marine",1
"5930","narwhal","inuit","knowledge",1
"5931","national","oceanographic","data",1
"5932","native","employment","status",1
"5933","native","language","yugcetun",1
"5934","native","species","earth",1
"5935","natrual","abundance","13",1
"5936","natrual","abundance","15",1
"5937","natural","hazards","earth",1
"5938","natural","hazards","tropical",1
"5939","natural","remanent","magnetization",1
"5940","navigation","compasses","earth",1
"5941","navigation","field","survey",1
"5942","navigation","gps","drifting",1
"5943","navigation","gps","drilling",1
"5944","ncei","national","centers",1
"5945","ne12","lter","lake",1
"5946","ne14","lter","lake",1
"5947","ne14","ltreb","lake",1
"5948","nee","er","gep",1
"5949","nesdis","ncei","national",1
"5950","nesdis","nodc","national",1
"5951","net","radiation","shortwave",1
"5952","net","radiometers","aircraft",1
"5953","net","seawater","sampling",1
"5954","nets","drifting","ice",1
"5955","nets","ship","transect",1
"5956","nets","ship","unknown",1
"5957","network","analysis","trust",1
"5958","network","water","resources",1
"5959","network","western","arctic",1
"5960","nipher","snow","guage",1
"5961","niskin","bottles","aircraft",1
"5962","niskin","bottles","earth",1
"5963","nitrate","ammonium","common",1
"5964","nitrate","ammonium","dissolved",1
"5965","nitrate","earth","remote",1
"5966","nitrate","nitrite","nitrogen",1
"5967","nitrate","photochemistry","nitrite",1
"5968","nitric","oxide","earth",1
"5969","nitrite","formation","nitrogen",1
"5970","nitrite","nitrogen","oceanography",1
"5971","nitrogen","alaska","lake",1
"5972","nitrogen","alkalinity","dissolved",1
"5973","nitrogen","ammonium","aon",1
"5974","nitrogen","biomass","1980",1
"5975","nitrogen","bulk","density",1
"5976","nitrogen","carbon","arctic",1
"5977","nitrogen","carbon","particulate",1
"5978","nitrogen","compounds","nitric",1
"5979","nitrogen","dioxide","earth",1
"5980","nitrogen","dissolved","organic",1
"5981","nitrogen","ground","ice",1
"5982","nitrogen","nitrate","ammonium",1
"5983","nitrogen","oceanography","oceans",1
"5984","nitrogen","oxides","manned",1
"5985","nitrogen","particulate","organic",1
"5986","nitrogen","phosphorus","ammonium",1
"5987","nitrogen","phosphorus","arctic",1
"5988","nitrogen","phosphorus","microbial",1
"5989","nitrogen","phosphorus","silica",1
"5990","nitrogen","production","disturbance",1
"5991","nitrogen","ratio","nitrogen",1
"5992","nitrogen","ratio","polar",1
"5993","nitrogen","soil","cryostratigraphy",1
"5994","nitrogen","soil","snow",1
"5995","nmc","forecasts","models",1
"5996","noaa","12","satellite",1
"5997","noaa","atovs","arctic",1
"5998","noaa","dbo","distributed",1
"5999","noaa","demo","net",1
"6000","noaa","nesdis","ncei",1
"6001","noaa","nesdis","nodc",1
"6002","noaa","tovs","satellite",1
"6003","noaa","twin","otter",1
"6004","nodc","national","oceanographic",1
"6005","noise","earth","remote",1
"6006","noise","mooring","hydrophone",1
"6007","nondispersive","infrared","analyzer",1
"6008","north","atlantic","arctic",1
"6009","north","atlantic","water",1
"6010","north","pacific","lead",1
"6011","north","slope","cape",1
"6012","northeast","greenland","ice",1
"6013","northeast","science","station",1
"6014","northern","bering","sea",1
"6015","northern","eurasia","tundra",1
"6016","northwest","territories","observatories",1
"6017","npz","oceanography","arctic",1
"6018","nrm","sediment","core",1
"6019","nuclear","fallout","icp",1
"6020","nuclides","glaciers","ice",1
"6021","nutrient","cycling","earth",1
"6022","nutrient","cycling","manned",1
"6023","nutrient","uptake","kuparuk",1
"6024","nutrients","alkalinity","water",1
"6025","nutrients","cn","extracellular",1
"6026","nutrients","dead","fine",1
"6027","nutrients","extracellular","enzyme",1
"6028","nutrients","microbial","biomass",1
"6029","nutrients","mineralization","nitrogen",1
"6030","nutrients","nitrogen","phosphorus",1
"6031","nutrients","phosphorus","nitrogen",1
"6032","nutrients","plants","productivity",1
"6033","nutrients","tree","growth",1
"6034","o2","ar","dbo",1
"6035","o2","d18o","o2",1
"6036","o2","isotope","d17o",1
"6037","o2","o2","ar",1
"6038","observation","microstructure","densification",1
"6039","observations","manned","field",1
"6040","observations","satellite","aircraft",1
"6041","observatory","arctic","ocean",1
"6042","observatory","automatic","remote",1
"6043","observatory","biota","oceans",1
"6044","observatory","columbia","university",1
"6045","observatory","dbo","sediment",1
"6046","observatory","dbo3","ctd",1
"6047","observatory","drifting","ice",1
"6048","observatory","manned","field",1
"6049","observatory","multiple","environment",1
"6050","observatory","pacific","arctic",1
"6051","observatory","satellite","transect",1
"6052","observing","network","western",1
"6053","observing","system","climatologymeteorologyatmosphere",1
"6054","observing","system","environment",1
"6055","observing","system","station",1
"6056","observing","system","transect",1
"6057","observing","system","unknown",1
"6058","ocean","adcp","mooring",1
"6059","ocean","atlantic","ocean",1
"6060","ocean","biological","oxygen",1
"6061","ocean","cast","satellite",1
"6062","ocean","chemistry","earth",1
"6063","ocean","chemistry","nitrogen",1
"6064","ocean","chemistry","radiocarbon",1
"6065","ocean","circulation","advection",1
"6066","ocean","circulation","fronts",1
"6067","ocean","circulation","gyres",1
"6068","ocean","circulation","turbulence",1
"6069","ocean","circulation","upwelling",1
"6070","ocean","currents","acoustic",1
"6071","ocean","currents","oceanography",1
"6072","ocean","davis","strait",1
"6073","ocean","ecosystem","model",1
"6074","ocean","fungi","microbial",1
"6075","ocean","geotraces","lignin",1
"6076","ocean","glacier","salinity",1
"6077","ocean","heat","content",1
"6078","ocean","indicators","fresh",1
"6079","ocean","indicators","precipitation",1
"6080","ocean","indicators","sea",1
"6081","ocean","kronebreen","kongsvegen",1
"6082","ocean","methane","earth",1
"6083","ocean","model","greenland",1
"6084","ocean","north","atlantic",1
"6085","ocean","optics","aphotic",1
"6086","ocean","optics","earth",1
"6087","ocean","phytoplankton","chlorophyll",1
"6088","ocean","platform","models",1
"6089","ocean","pressure","earth",1
"6090","ocean","pressure","ocean",1
"6091","ocean","primary","production",1
"6092","ocean","salinity","ocean",1
"6093","ocean","salinity","reconstruction",1
"6094","ocean","sbe","37",1
"6095","ocean","sea","ice",1
"6096","ocean","temperature","cryosphere",1
"6097","ocean","tracers","earth",1
"6098","ocean","waves","storm",1
"6099","ocean","winds","wind",1
"6100","oceanographic","data","center",1
"6101","oceanographic","institution","ocean",1
"6102","oceanographic","institution","oceanography",1
"6103","oceanographic","mooring","bering",1
"6104","oceanography","aircraft","climatologymeteorologyatmosphere",1
"6105","oceanography","arctic","geoscientificinformation",1
"6106","oceanography","arctic","ice",1
"6107","oceanography","arctic","ph",1
"6108","oceanography","biology","arctic",1
"6109","oceanography","biota","economy",1
"6110","oceanography","buoyant","plume",1
"6111","oceanography","chemistry","arctic",1
"6112","oceanography","earth","science",1
"6113","oceanography","ecology","benthos",1
"6114","oceanography","location","oceans",1
"6115","oceanography","modeling","freshwater",1
"6116","oceanography","oceans","phosphate",1
"6117","oceanography","oceans","salinity",1
"6118","oceanography","oxygen","ponds",1
"6119","oceanography","paleoclimate","suspended",1
"6120","oceanography","physical","processes",1
"6121","oceanography","seal","tags",1
"6122","oceans","arctic","ocean",1
"6123","oceans","bathymetry","seafloor",1
"6124","oceans","environment","geoscientificinformation",1
"6125","oceans","marine","environment",1
"6126","oceans","marine","geophysics",1
"6127","oceans","ph","water",1
"6128","oceans","phaeopigments","sediments",1
"6129","oceans","phosphate","porewater",1
"6130","oceans","phytoplankton","water",1
"6131","oceans","salinity","sea",1
"6132","oceans","sediment","grain",1
"6133","oceans","society","environment",1
"6134","offs","plant","traits",1
"6135","oil","lake","lter",1
"6136","oil","spill","lake",1
"6137","operational","vertical","sounder",1
"6138","optical","detectors","manned",1
"6139","optical","detectors","scanning",1
"6140","optical","detectors","theodolite",1
"6141","optical","properties","cdom",1
"6142","optical","properties","luminescence",1
"6143","optics","aphotic","photic",1
"6144","optics","earth","science",1
"6145","orbiters","arctic","models",1
"6146","orbiters","feng","yun",1
"6147","orbiters","oceanography","arctic",1
"6148","orbiters","satellite","dmsp",1
"6149","organic","aerosol","ftir",1
"6150","organic","carbon","alkalinity",1
"6151","organic","carbon","carbon",1
"6152","organic","carbon","carbon:nitrogen",1
"6153","organic","carbon","cdom",1
"6154","organic","carbon","chlorophyll",1
"6155","organic","carbon","doc",1
"6156","organic","carbon","estuaries",1
"6157","organic","carbon","esturaries",1
"6158","organic","carbon","fluorescent",1
"6159","organic","carbon","light",1
"6160","organic","carbon","organic",1
"6161","organic","carbon","particulates",1
"6162","organic","carbon","runoff",1
"6163","organic","compounds","carbon",1
"6164","organic","layer","depth",1
"6165","organic","layer","mycorrhizal",1
"6166","organic","matter","biogeochemistry",1
"6167","organic","matter","canada",1
"6168","organic","matter","carbon",1
"6169","organic","matter","chlorophyll",1
"6170","organic","matter","doc",1
"6171","organic","matter","dynamics",1
"6172","organic","matter","lake",1
"6173","organic","matter","pbde",1
"6174","organic","matter","populations",1
"6175","organic","nitrogen","dissolved",1
"6176","organic","pollutant","polychlorinated",1
"6177","ornithurine","cretaceous","evolution",1
"6178","orthomosaic","toolik","lake",1
"6179","osmosampler","sediment","isotopes",1
"6180","outburst","flood","glacier",1
"6181","outlet","glacier","iceberg",1
"6182","outlet","glaciers","terminus",1
"6183","outreach","curriculum","support",1
"6184","oxide","earth","science",1
"6185","oxide","greenhouse","gas",1
"6186","oxide","greenhouse","gases",1
"6187","oxides","manned","field",1
"6188","oxygen","argon","beaufort",1
"6189","oxygen","deuterium","hydrogen",1
"6190","oxygen","electrical","conductivity",1
"6191","oxygen","estuaries","ocean",1
"6192","oxygen","fluorescence","beam",1
"6193","oxygen","isotope","gross",1
"6194","oxygen","isotopes","deglaciation",1
"6195","oxygen","isotopes","earth",1
"6196","oxygen","isotopes","oxygen",1
"6197","oxygen","isotopes","stable",1
"6198","oxygen","oxygen:argon","dissolved",1
"6199","oxygen","oxygen:argon","o2",1
"6200","oxygen","ponds","runoff",1
"6201","oxygen:argon","dissolved","o2",1
"6202","oxygen:argon","o2","isotopes",1
"6203","oysters","earth","science",1
"6204","ozone","depletion","radiative",1
"6205","ozone","detectors","automated",1
"6206","pacific","lead","pollution",1
"6207","pack","ice","sea",1
"6208","pag","sea","ice",1
"6209","pah","polycyclic","aromatic",1
"6210","pah","sterols","charcoal",1
"6211","pahs","soa","bc",1
"6212","palearctic","chydorus","cladocera",1
"6213","paleocliamte","data","paleoclimate",1
"6214","paleoclimate","alaska","teleconnection",1
"6215","paleoclimate","glacier","lake",1
"6216","paleoclimate","hydrogen","isotopes",1
"6217","paleoclimate","indicators","paleoclimate",1
"6218","paleoclimate","ornithurine","cretaceous",1
"6219","paleoclimate","paleoclimate","reconstruction",1
"6220","paleoclimate","reconstruction","isotopes",1
"6221","paleoclimate","reconstructions","drought",1
"6222","paleoclimate","reconstructions","lake",1
"6223","paleoclimate","reconstructions","ocean",1
"6224","paleoclimate","suspended","sediment",1
"6225","paleomagnetic","secular","variation",1
"6226","paleomagnetism","inclination","declination",1
"6227","paleosols","earth","science",1
"6228","paleovegetation","earth","science",1
"6229","paleovirus","phenuiviridae","phlebovirus",1
"6230","palynology","vegetation","history",1
"6231","pamir","mountains","ice",1
"6232","pan","arctic","lakes",1
"6233","par","earth","science",1
"6234","par","relative","humidity",1
"6235","paroms","habitat","delineation",1
"6236","particle","size","magnetic",1
"6237","particles","organic","aerosol",1
"6238","particulate","organic","matter",1
"6239","particulate","phosphorus","total",1
"6240","particulates","conductivity","temperature",1
"6241","particulates","earth","science",1
"6242","particulates","particulate","organic",1
"6243","passive","sampler","persistent",1
"6244","past","climate","pliocene",1
"6245","paul","island","alaska",1
"6246","paul","island","sediment",1
"6247","pbde","partition","coefficients",1
"6248","peak","physical","mechanisms",1
"6249","peat","moss","vegetation",1
"6250","peat","soil","carbon",1
"6251","peatlands","field","survey",1
"6252","penetrating","radar","field",1
"6253","penetrating","radar","photogrammetry",1
"6254","peninsula","instream","flow",1
"6255","percent","cover","vegetation",1
"6256","perceptions","arctic","social",1
"6257","perched","lter","lake",1
"6258","percolation","elution","ice",1
"6259","percolation","elution","land",1
"6260","percolation","firn","compaction",1
"6261","percolation","gpr","gps",1
"6262","performance","computing","polar",1
"6263","periglacial","porcesses","ice",1
"6264","permafrost","avayalik","1",1
"6265","permafrost","boreal","siberia",1
"6266","permafrost","borehole","tundra",1
"6267","permafrost","carbon","nitrogen",1
"6268","permafrost","caves","speleothems",1
"6269","permafrost","distribution","interior",1
"6270","permafrost","fire","extracellular",1
"6271","permafrost","ground","temperature",1
"6272","permafrost","ice","wedge",1
"6273","permafrost","larch","larix",1
"6274","permafrost","methane","carbon",1
"6275","permafrost","pan","arctic",1
"6276","permafrost","snow","soil",1
"6277","permafrost","soil","horizons",1
"6278","permafrost","soil","organic",1
"6279","permafrost","soils","shrubs",1
"6280","permafrost","soils","vegetation",1
"6281","permafrost","surface","nuclear",1
"6282","permafrost","thaw","talik",1
"6283","permafrost","thermokarst","soil",1
"6284","permafrost","tundra","lakes",1
"6285","permafrost","tundra","snowfences",1
"6286","permanent","station","image",1
"6287","permanent","station","meteorology",1
"6288","permanent","station","transect",1
"6289","permeability","density","neem",1
"6290","persistent","organic","pollutant",1
"6291","peters","lake","luminous",1
"6292","peters","lake","schrader",1
"6293","pfas","pollutant","profile",1
"6294","ph","chlorophyll","dissolved",1
"6295","ph","methane","carbon",1
"6296","ph","temperature","conductivity",1
"6297","ph","water","chemistry",1
"6298","phaeopigments","sediments","elson",1
"6299","phasmaviridae","phasmavirus","phantom",1
"6300","phasmavirus","phantom","midge",1
"6301","phenology","alaska","dry",1
"6302","phenology","arctic","phenology",1
"6303","phenology","decomposition","common",1
"6304","phenology","earth","science",1
"6305","phenology","field","survey",1
"6306","phenology","manned","permanent",1
"6307","phenology","moist","acidic",1
"6308","phenology","root","phenology",1
"6309","phenology","warming","herbivore",1
"6310","phenols","optical","properties",1
"6311","phenuiviridae","phlebovirus","daphnia",1
"6312","phlebovirus","daphnia","zooplankton",1
"6313","phosphate","porewater","rivers",1
"6314","phosphorus","ammonium","total",1
"6315","phosphorus","arctic","soil",1
"6316","phosphorus","earth","science",1
"6317","phosphorus","microbial","biomass",1
"6318","phosphorus","nitrogen","carbon",1
"6319","phosphorus","silica","stoichiometry",1
"6320","phosphorus","total","dissolved",1
"6321","photic","zone","earth",1
"6322","photo","interpretation","thermokarst",1
"6323","photochemistry","laboratory","experiment",1
"6324","photochemistry","nitrite","formation",1
"6325","photochemistry","uv","dissolved",1
"6326","photogrammetry","digital","elevation",1
"6327","photography","ice","physics",1
"6328","photometer","field","survey",1
"6329","photometers","msbsp","multi",1
"6330","photos","leconte","glacier",1
"6331","photosynthesis","1980","eriophorum",1
"6332","physical","limnology","carbon",1
"6333","physical","limnology","methane",1
"6334","physical","limnology","ph",1
"6335","physical","limnology","photosynthetically",1
"6336","physical","oceanography","buoyant",1
"6337","physical","optical","properties",1
"6338","physical","processes","water",1
"6339","physics","lidar","climatologymeteorologyatmosphere",1
"6340","phytoplankton","growth","microzooplankton",1
"6341","phytoplankton","microzooplankton","biogenic",1
"6342","phytoplankton","mooring","stanford",1
"6343","phytoplankton","water","column",1
"6344","picea","glauca","arctic",1
"6345","pigments","arctic","ocean",1
"6346","pigs","earth","science",1
"6347","piston","core","foraminifera",1
"6348","placennames","iliamna","nanvarpak",1
"6349","plankton","nets","drifting",1
"6350","plankton","recorder","ship",1
"6351","plankton","ship","station",1
"6352","plant","community","arctic",1
"6353","plant","cover","diversity",1
"6354","plant","permafrost","boreal",1
"6355","plant","phenology","earth",1
"6356","plant","phenology","field",1
"6357","plant","phenology","moist",1
"6358","plant","science","cropping",1
"6359","plant","traits","greenland",1
"6360","plant","water","content",1
"6361","plants","arctic","plant",1
"6362","plants","biomass","allocation",1
"6363","plants","field","survey",1
"6364","plants","phenology","arctic",1
"6365","plants","productivity","isotopes",1
"6366","plasma","mass","spectrometer",1
"6367","platform","arctic","surface",1
"6368","platform","models","analyses",1
"6369","pleistocene","beringia","megafauna",1
"6370","pleistocene","equus","horse",1
"6371","plio","pleistocene","greenland",1
"6372","plume","ocean","model",1
"6373","plutonium","nuclear","fallout",1
"6374","pmel","arctic","ocean",1
"6375","poa","pratensis","nitrogen",1
"6376","pointframe","arctic","plants",1
"6377","polar","cyberinfrastructure","arctic",1
"6378","polar","cyberinfrastructure","polar",1
"6379","polar","orbiters","feng",1
"6380","polar","orbiters","oceanography",1
"6381","polar","waters","chukchi",1
"6382","polarstern","beryllium","7",1
"6383","pole","gisp2","arctic",1
"6384","pollutant","polychlorinated","biphenyls",1
"6385","pollutant","profile","ice",1
"6386","pollutant","profile","pfas",1
"6387","polychlorinated","biphenyls","pcbs",1
"6388","polycyclic","aromatic","hydrocarbon",1
"6389","polygons","infrastructure","photo",1
"6390","polymers","barrow","alaska",1
"6391","polymers","sea","ice",1
"6392","polynyas","earth","science",1
"6393","pond","freshwater","range",1
"6394","ponds","alaska","genome",1
"6395","ponds","eurycercus","zooplankton",1
"6396","ponds","freshwater","zooplankton",1
"6397","ponds","runoff","stable",1
"6398","ponds","streams","water",1
"6399","ponds","zooplankton","freshwater",1
"6400","pops","passive","sampler",1
"6401","population","dynamics","earth",1
"6402","population","earth","science",1
"6403","population","interactions","endangered",1
"6404","population","interactions","exotic",1
"6405","population","interactions","indigenous",1
"6406","population","interactions","population",1
"6407","population","interactions","survival",1
"6408","population","size","earth",1
"6409","populations","chlorophyll","leaves",1
"6410","populations","climate","change",1
"6411","populations","flowering","plant",1
"6412","populations","inorganic","nutrients",1
"6413","populations","isotopes","nitrogen",1
"6414","populations","leaves","respiration",1
"6415","populations","plant","cover",1
"6416","populations","soil","warming",1
"6417","populations","tree","growth",1
"6418","populationseagle","creek","reciprocal",1
"6419","porcesses","ice","sheets",1
"6420","porewater","rivers","seawater",1
"6421","porosity","earth","science",1
"6422","position","earth","remote",1
"6423","positioning","navigation","compasses",1
"6424","positioning","navigation","field",1
"6425","positioning","system","drifting",1
"6426","post","glacial","radiocarbon",1
"6427","pratensis","nitrogen","phosphorus",1
"6428","precipitaiton","barometric","pressure",1
"6429","precipitation","arctic","ecology",1
"6430","precipitation","arctic","snow",1
"6431","precipitation","arctic","snowmelt",1
